[Account_Value],[Account_Name],[Account_Description],[Account_Type],[Account_Sign],[Account_Document],[Account_Summary],[Default_Account],[Account_Parent],[Balance Sheet],[Balance Sheet_Name],[US 1120 Balance Sheet],[US 1120 Balance Sheet_Name],[Profit & Loss],[Profit & Loss_Name],[US 1120 Income Statement],[US 1120 Income Statement_Name],[Cash Flow],[Cash Flow_Name]
3550,Verbindlichkeiten aus der Abgabenverrechnung (KÖSt),Verbindlichkeiten aus der Abgabenverrechnung (KÖSt),Liability,,,,,3,,,,,,,,,,
3560,Darlehen von Gesellschaftern,Darlehen von Gesellschaftern,Liability,,,,,3,,,,,,,,,,
3570,Verrechnungskonto Gesellschafter,Verrechnungskonto Gesellschafter,Liability,,,,,3,,,,,,,,,,
3580,sonstige Darlehen,sonstige Darlehen,Liability,,,,,3,,,,,,,,,,
3590,sonstige Verrechnungskonten,sonstige Verrechnungskonten,Liability,,,,,3,,,,,,,,,,
3600,Umsatzsteuer vereinbart 10 %,Umsatzsteuer vereinbart 10 %,Liability,,,,,3,,,,,,,,,,
3601,Umsatzsteuer vereinbart 20 %,Umsatzsteuer vereinbart 20 %,Liability,,Yes,,T_DUE_ACCT,3,,,,,,,,,,
3602,Umsatzsteuer vereinbart 12%,Umsatzsteuer vereinbart 12%,Liability,,,,,3,,,,,,,,,,
3603,Umsatzsteuer vereinbart 16%,Umsatzsteuer vereinbart 16%,Liability,,,,,3,,,,,,,,,,
3610,Umsatzsteuer vereinnahmt,Umsatzsteuer vereinnahmt,Liability,,,,,3,,,,,,,,,,
3620,T_LIABILITY_ACCT,Ust Verbindlichkeiten,Liability,,Yes,,T_LIABILITY_ACCT,3,,,,,,,,,,
3630,Umsatzsteuer Bau Par. 19 Abs. 1a UStG,Umsatzsteuer Bau Par. 19 Abs. 1a UStG,Liability,,,,,3,,,,,,,,,,
3650,Umsatzsteuer innergemeinschaftlicher Erwerb 10%,Umsatzsteuer innergemeinschaftlicher Erwerb 10%,Liability,,,,,3,,,,,,,,,,
3651,Umsatzsteuer innergemeinschaftlicher Erwerb 20%,Umsatzsteuer innergemeinschaftlicher Erwerb 20%,Liability,,,,,3,,,,,,,,,,
3652,Umsatzsteuer innergemeinschaftlicher Erwerb 12%,Umsatzsteuer innergemeinschaftlicher Erwerb 12%,Liability,,,,,3,,,,,,,,,,
3653,Umsatzsteuer innergemeinschaftlicher Erwerb 16%,Umsatzsteuer innergemeinschaftlicher Erwerb 16%,Liability,,,,,3,,,,,,,,,,
3655,Umsatzsteuer aus in EU steuerpflichtiger Lieferung,Umsatzsteuer aus in EU steuerpflichtiger Lieferung,Liability,,,,,3,,,,,,,,,,
3660,Umsatzsteuer reverse charge system"""",Umsatzsteuer reverse charge system"""",Liability,,,,,3,,,,,,,,,,
3890,sonstige Verbindlichkeiten,sonstige Verbindlichkeiten,Liability,,,,,3,,,,,,,,,,
3900,passive Rechnungsabgrenzung,passive Rechnungsabgrenzung,Liability,,,,,3,,,,,,,,,,
4,Betriebliche Erträge,Betriebliche Erträge,Revenue,,,Yes,,,,,,,,,,,,
40,Brutto Umsatzerlöse und Erlösschmälerungen,Brutto Umsatzerlöse und Erlösschmälerungen,Revenue,,,Yes,,4,,,,,40,Brutto Umsatzerlöse und Erlösschmälerungen,,,,
4000,Umsatzerlöse Inland 20 %,Umsatzerlöse Inland 20 %,Revenue,,Yes,,P_REVENUE_ACCT,40,,,,,,,,,,
4070,Erlöse Bauleistungen 0% Par. 19 Abs. 1a UStG,Erlöse Bauleistungen 0% Par. 19 Abs. 1a UStG,Revenue,,,,,40,,,,,,,,,,
4100,Umsatzerlöse Inland 10 %,Umsatzerlöse Inland 10 %,Revenue,,,,,40,,,,,,,,,,
4110,Umsatzerlöse Inland 12%,Umsatzerlöse Inland 12%,Revenue,,,,,40,,,,,,,,,,
4120,Umsatzerlöse Inland 16%,Umsatzerlöse Inland 16%,Revenue,,,,,40,,,,,,,,,,
4150,Umsatzerlöse Inland 0 %,Umsatzerlöse Inland 0 %,Revenue,,,,,40,,,,,,,,,,
4200,Umsatzerlöse Export Nicht-EU (Drittland) 0 %,Umsatzerlöse Export Nicht-EU (Drittland) 0 %,Revenue,,,,,40,,,,,,,,,,
4210,Transiterlöse,Transiterlöse,Revenue,,,,,40,,,,,,,,,,
4220,Transiterlöse innergemeinschaftliche Lieferung,Transiterlöse innergemeinschaftliche Lieferung,Revenue,,,,,40,,,,,,,,,,
4230,Erlöse aus im anderen EU-Land steuerpflichtigen Lieferungen,Erlöse aus im anderen EU-Land steuerpflichtigen Lieferungen,Revenue,,,,,40,,,,,,,,,,
4240,Umsatzerlöse nicht steuerbar,Umsatzerlöse nicht steuerbar,Revenue,,,,,40,,,,,,,,,,
4300,Erlöse innergemeinschaftliche Lieferung (steuerfrei),Erlöse innergemeinschaftliche Lieferung (steuerfrei),Revenue,,,,,40,,,,,,,,,,
4400,Skontoaufwand 20 %,Skontoaufwand 20 %,Revenue,,Yes,,PAYDISCOUNT_EXP_ACCT,40,,,,,,,,,,
4401,Skontoaufwand 10 %,Skontoaufwand 10 %,Revenue,,,,,40,,,,,,,,,,
4402,Skontoaufwand  0 %,Skontoaufwand  0 %,Revenue,,,,,40,,,,,,,,,,
4403,Umsatzvergütungen 20 %,Umsatzvergütungen 20 %,Revenue,,,,,40,,,,,,,,,,
4404,Umsatzvergütungen 10 %,Umsatzvergütungen 10 %,Revenue,,,,,40,,,,,,,,,,
4405,Umsatzvergütungen  0 %,Umsatzvergütungen  0 %,Revenue,,,,,40,,,,,,,,,,
4406,Mengenrabatt,Mengenrabatt,Revenue,,,,,40,,,,,,,,,,
4407,Treueprämien,Treueprämien,Revenue,,,,,40,,,,,,,,,,
4408,Skontoaufwand Bauerlöse,Skontoaufwand Bauerlöse,Revenue,,,,,40,,,,,,,,,,
4410,Skontoaufwand innergemeinschaftliche Lieferung,Skontoaufwand innergemeinschaftliche Lieferung,Revenue,,,,,40,,,,,,,,,,
4411,erhaltene Rabatte (*),erhaltene Rabatte,Revenue,,Yes,,P_TRADEDISCOUNTREC_ACCT,40,,,,,,,,,,
4412,gewährte Rabatte (*),gewährte Rabatte,Expense,,Yes,,P_TRADEDISCOUNTGRANT_ACCT,40,,,,,,,,,,
4420,Dot. Rückstellungen für Preisnachlässe,Dot. Rückstellungen für Preisnachlässe,Revenue,,,,,40,,,,,,,,,,
4430,Dot. Rückstellungen für Umsatzboni,Dot. Rückstellungen für Umsatzboni,Revenue,,,,,40,,,,,,,,,,
4440,Dot. Wertberichtigung für Skontiaufwand zu Forderungen,Dot. Wertberichtigung für Skontiaufwand zu Forderungen,Revenue,,,,,40,,,,,,,,,,
445, Veränderung des Bestands an fertigen und unfertigen Erzeugnissen, Veränderung des Bestands an fertigen und unfertigen Erzeugnissen,Revenue,,,Yes,,4,,,,,445, Veränderung des Bestands an fertigen und unfertigen Erzeugnissen,,,,
4450,Bestandserhöhung Warenlager,Bestandserhöhung Warenlager,Revenue,,,,,445,,,,,,,,,,
4455,Bestandsverminderung Warenlager,Bestandsverminderung Warenlager,Revenue,,,,,445,,,,,,,,,,
4460,Bestandserhöhung fertige Erzeugnisse,Bestandserhöhung fertige Erzeugnisse,Revenue,,,,,445,,,,,,,,,,
4465,Bestandsverminderung fertige Erzeugnisse,Bestandsverminderung fertige Erzeugnisse,Revenue,,,,,445,,,,,,,,,,
4470,Bestandserhöhung unfertige Erzeugnisse,Bestandserhöhung unfertige Erzeugnisse,Revenue,,,,,445,,,,,,,,,,
4475,Bestandsverminderung unfertige Erzeugnisse,Bestandsverminderung unfertige Erzeugnisse,Revenue,,,,,445,,,,,,,,,,
4478,Bestandserhöhung noch nicht abrechenbarer Leistungen,Bestandserhöhung noch nicht abrechenbarer Leistungen,Revenue,,,,,445,,,,,,,,,,
4479,Bestandsverminderung noch nicht abrechenbarer Leistungen,Bestandsverminderung noch nicht abrechenbarer Leistungen,Revenue,,,,,445,,,,,,,,,,
448,aktivierte Eigenleistungen,aktivierte Eigenleistungen,Revenue,,,Yes,,4,,,,,448,aktivierte Eigenleistungen,,,,
4480,aktivierte Eigenleistungen,aktivierte Eigenleistungen,Revenue,,,,,448,,,,,,,,,,
45,sonstige betriebliche Erträge,sonstige betriebliche Erträge,Revenue,,,Yes,,4,,,,,45,sonstige betriebliche Erträge,,,,
4500,Anlagenverkauf 20 %,Anlagenverkauf 20 %,Revenue,,,,,45,,,,,,,,,,
4510,Anlagenverkauf  0 %,Anlagenverkauf  0 %,Revenue,,,,,45,,,,,,,,,,
4520,Anlagenverkauf innergemein. Lieferung (steuerfrei),Anlagenverkauf innergemein. Lieferung (steuerfrei),Revenue,,,,,45,,,,,,,,,,
4530,Zuschreibungen,Zuschreibungen,Revenue,,,,,45,,,,,,,,,,
4550,Buchwert abgegangener Anlagen,Buchwert abgegangener Anlagen,Revenue,,,,,45,,,,,,,,,,
4560,Auflösung Rückstellungen für Gewährleistung,Auflösung Rückstellungen für Gewährleistung,Revenue,,,,,45,,,,,,,,,,
4561,Auflösung Rückstellungen für Prozesskosten,Auflösung Rückstellungen für Prozesskosten,Revenue,,,,,45,,,,,,,,,,
4562,Auflösung Rückstellungen für Garantien,Auflösung Rückstellungen für Garantien,Revenue,,,,,45,,,,,,,,,,
4563,Auflösung Rückstellungen f. noch nicht konsumierte Urlaube,Auflösung Rückstellungen f. noch nicht konsumierte Urlaube,Revenue,,,,,45,,,,,,,,,,
4564,Auflösung Rückstellungen für Jubiläumsgelder,Auflösung Rückstellungen für Jubiläumsgelder,Revenue,,,,,45,,,,,,,,,,
4565,Auflösung Rückstellungen für Produkthaftung,Auflösung Rückstellungen für Produkthaftung,Revenue,,,,,45,,,,,,,,,,
4566,Auflösung Rückstellungen für Zinsverluste,Auflösung Rückstellungen für Zinsverluste,Revenue,,,,,45,,,,,,,,,,
4567,Auflösung Rückstellungen für Kursrisken,Auflösung Rückstellungen für Kursrisken,Revenue,,,,,45,,,,,,,,,,
4568,Auflösung Rückstellungen für Abfertigungen,Auflösung Rückstellungen für Abfertigungen,Revenue,,,,,45,,,,,,,,,,
4569,Auflösung Rückstellungen für Pensionen,Auflösung Rückstellungen für Pensionen,Revenue,,,,,45,,,,,,,,,,
4580,Auflösung Rückstellungen für Boni und Rabatte,Auflösung Rückstellungen für Boni und Rabatte,Revenue,,,,,45,,,,,,,,,,
4600,Mieterlöse 10%,Mieterlöse 10%,Revenue,,,,,45,,,,,,,,,,
4601,Mieterlöse gewerblich 20%,Mieterlöse gewerblich 20%,Revenue,,,,,45,,,,,,,,,,
4602,Pachterlöse 20%,Pachterlöse 20%,Revenue,,,,,45,,,,,,,,,,
4605,Provisionserlöse Nicht-EU-Land (Drittland) 0 %,Provisionserlöse Nicht-EU-Land (Drittland) 0 %,Revenue,,,,,45,,,,,,,,,,
4606,Provisionserlöse Inland 20 %,Provisionserlöse Inland 20 %,Revenue,,,,,45,,,,,,,,,,
4607,Provisionserlöse innergemeinschaftliche Lieferung,Provisionserlöse innergemeinschaftliche Lieferung,Revenue,,,,,45,,,,,,,,,,
4608,Provisionserlöse nicht steuerbar (Leistungsort im Ausland),Provisionserlöse nicht steuerbar (Leistungsort im Ausland),Revenue,,,,,45,,,,,,,,,,
4610,Schadenersatz 20 %,Schadenersatz 20 %,Revenue,,,,,45,,,,,,,,,,
4611,Schadenersatz 10 %,Schadenersatz 10 %,Revenue,,,,,45,,,,,,,,,,
4612,Schadenersatz  0 %,Schadenersatz  0 %,Revenue,,,,,45,,,,,,,,,,
4620,Versicherungsvergütungen 0%,Versicherungsvergütungen 0%,Revenue,,,,,45,,,,,,,,,,
4625,Erhöhung aus Rückkaufswert v. Abfertigungsversicherungen,Erhöhung aus Rückkaufswert v. Abfertigungsversicherungen,Revenue,,,,,45,,,,,,,,,,
4630,Kursdifferenzen,Kursdifferenzen,Revenue,,,,,45,,,,,,,,,,
4640,Eingänge aus abgeschriebenen Forderungen 20 %,Eingänge aus abgeschriebenen Forderungen 20 %,Revenue,,,,,45,,,,,,,,,,
4641,Eingänge aus abgeschriebenen Forderungen 10 %,Eingänge aus abgeschriebenen Forderungen 10 %,Revenue,,,,,45,,,,,,,,,,
4642,Eingänge aus abgeschriebenen Forderungen 0 %,Eingänge aus abgeschriebenen Forderungen 0 %,Revenue,,,,,45,,,,,,,,,,
4650,Erträge aus verjährten Verbindlichkeiten,Erträge aus verjährten Verbindlichkeiten,Revenue,,,,,45,,,,,,,,,,
4655,Privatanteil KFZ,Privatanteil KFZ,Revenue,,,,,45,,,,,,,,,,
4656,sonstige Privatanteile 20 %,sonstige Privatanteile 20 %,Revenue,,,,,45,,,,,,,,,,
4657,sonstige Privatanteile 10 %,sonstige Privatanteile 10 %,Revenue,,,,,45,,,,,,,,,,
4658,sonstige Privatanteile  0 %,sonstige Privatanteile  0 %,Revenue,,,,,45,,,,,,,,,,
4660,Aufwandsersätze Weiterverrechnung BK,Aufwandsersätze Weiterverrechnung BK,Revenue,,,,,45,,,,,,,,,,
4670,Auflösung Wertberichtigung zu Forderungen,Auflösung Wertberichtigung zu Forderungen,Revenue,,,,,45,,,,,,,,,,
4680,Auflösung Wertberichtigung für Zinsverluste zu Forderungen,Auflösung Wertberichtigung für Zinsverluste zu Forderungen,Revenue,,,,,45,,,,,,,,,,
4690,Auflösung Wertberichtigung für Skontiaufwand zu Forderungen,Auflösung Wertberichtigung für Skontiaufwand zu Forderungen,Revenue,,,,,45,,,,,,,,,,
4700,Auflösung Wertberichtigung für dubiose Forderungen,Auflösung Wertberichtigung für dubiose Forderungen,Revenue,,,,,45,,,,,,,,,,
4750,sonstige Erträge 20%,sonstige Erträge 20%,Revenue,,Yes,,NOTINVOICEDREVENUE_ACCT,45,,,,,,,,,,
4751,sonstige Erträge 10%,sonstige Erträge 10%,Revenue,,,,,45,,,,,,,,,,
4752,sonstige Erträge 0%,sonstige Erträge 0%,Revenue,,,,,45,,,,,,,,,,
4755,Investitionszuwachsprämie,Investitionszuwachsprämie,Revenue,,,,,45,,,,,,,,,,
5,Materialaufwand,Materialaufwand,Expense,,,Yes,,,,,,,5,Materialaufwand,,,,
5000,Wareneinkauf Inland 20 %,Wareneinkauf Inland 20 %,Expense,,,,,5,,,,,,,,,,
5010,Wareneinkauf Inland 10 %,Wareneinkauf Inland 10 %,Expense,,,,,5,,,,,,,,,,
5015,Wareneinkauf Inland 0 %,Wareneinkauf Inland 0 %,Expense,,,,,5,,,,,,,,,,
5016,"Wareneinkauf Inland 12% (Weinumsätze, Landwirte)","Wareneinkauf Inland 12% (Weinumsätze, Landwirte)",Expense,,,,,5,,,,,,,,,,
5017,Wareneinkauf Inland 16% (Jungholz und Mittelberg),Wareneinkauf Inland 16% (Jungholz und Mittelberg),Expense,,,,,5,,,,,,,,,,
5020,Wareneinkauf Nicht-EU-Land (Drittland) 0 %,Wareneinkauf Nicht-EU-Land (Drittland) 0 %,Expense,,,,,5,,,,,,,,,,
5050,Wareneinkauf innergemeinschaftlicher Erwerb 20 %,Wareneinkauf innergemeinschaftlicher Erwerb 20 %,Expense,,,,,5,,,,,,,,,,
5060,Wareneinkauf innergemeinschaftlicher Erwerb 10 %,Wareneinkauf innergemeinschaftlicher Erwerb 10 %,Expense,,,,,5,,,,,,,,,,
5070,Wareneinkauf innergemeinschaftlicher Erwerb 16%,Wareneinkauf innergemeinschaftlicher Erwerb 16%,Expense,,,,,5,,,,,,,,,,
5100,Produkt Umsatzkosten (*),P_COGS_ACCT,Expense,,Yes,,P_COGS_ACCT,5,,,,,,,,,,
5101,Produkt Aufwand (*),P_EXPENSE_ACCT ,Expense,,Yes,,P_EXPENSE_ACCT,5,,,,,,,,,,
5102,Produkt Kostenanpassung (*),P_COSTADJUSTMENT,Expense,,Yes,,P_COSTADJUSTMENT_ACCT,5,,,,,,,,,,
5103,Einkaufsergebnis (Rechnung) (*),P_INVOICEPRICEVARIANCE_ACCT,Expense,,Yes,,P_INVOICEPRICEVARIANCE_ACCT,5,,,,,,,,,,
5104,Einkaufsergebnis (Bestellung) (*),,Expense,,,,P_PURCHASEPRICEVARIANCE_ACCT,5,,,,,,,,,,
5105,Einkaufsergebnis Offset (*),,Expense,,Yes,,PPVOFFSET_ACCT,5,,,,,,,,,,
5200,Hilfsstoffe,Hilfsstoffe,Expense,,,,,5,,,,,,,,,,
5300,Rohstoffe,Rohstoffe,Expense,,,,,5,,,,,,,,,,
5400,Bauleistungen 20% Par. 19 Abs. 1a UStG,Bauleistungen 20% Par. 19 Abs. 1a UStG,Expense,,,,,5,,,,,,,,,,
5500,Bonusvergütungen 20%,Bonusvergütungen 20%,Expense,,,,,5,,,,,,,,,,
5501,Bonusvergütungen 10%,Bonusvergütungen 10%,Expense,,,,,5,,,,,,,,,,
5502,Bonusvergütungen 0%,Bonusvergütungen 0%,Expense,,,,,5,,,,,,,,,,
5540,Skontoerträge Bauleistungen 20%,Skontoerträge Bauleistungen 20%,Expense,,,,,5,,,,,,,,,,
5600,Skontoerträge aus Materialaufwand 20%,Skontoerträge aus Materialaufwand 20%,Expense,,Yes,,PAYDISCOUNT_REV_ACCT,5,,,,,,,,,,
5601,Skontoerträge aus Materialaufwand 10%,Skontoerträge aus Materialaufwand 10%,Expense,,,,,5,,,,,,,,,,
5602,Skontoerträge aus Materialaufwand 0%,Skontoerträge aus Materialaufwand 0%,Expense,,,,,5,,,,,,,,,,
5650,Skontoerträge a. Materialaufwand innergem. Erwerb 20%,Skontoerträge a. Materialaufwand innergem. Erwerb 20%,Expense,,,,,5,,,,,,,,,,
5651,Skontoerträge a. Materialaufwand innergem. Erwerb 10 %,Skontoerträge a. Materialaufwand innergem. Erwerb 10 %,Expense,,,,,5,,,,,,,,,,
5700,Bezugskosten,Bezugskosten,Expense,,,,,5,,,,,,,,,,
5710,Verpackung,Verpackung,Expense,,,,,5,,,,,,,,,,
5800,Transportkosten,Transportkosten,Expense,,,,,5,,,,,,,,,,
5900,Fremdleistungen,Fremdleistungen,Expense,,,,,5,,,,,,,,,,
6,Personalaufwand,Personalaufwand,Expense,,,Yes,,,,,,,6,Personalaufwand,,,,
6000,Löhne,Löhne,Expense,,,,,6,,,,,,,,,,
6010,Nichtleistungslöhne,Nichtleistungslöhne,Expense,,,,,6,,,,,,,,,,
6100,Lehrlingsentschädigung,Lehrlingsentschädigung,Expense,,,,,6,,,,,,,,,,
6110,Aushilfslöhne,Aushilfslöhne,Expense,,,,,6,,,,,,,,,,
6120,Fahrtkostenzuschuss,Fahrtkostenzuschuss,Expense,,,,,6,,,,,,,,,,
6130,Arbeitskleidung,Arbeitskleidung,Expense,,,,,6,,,,,,,,,,
6150,Dot. Rückstellungen f. noch nicht konsumierte Urlaube,Dot. Rückstellungen f. noch nicht konsumierte Urlaube,Expense,,,,,6,,,,,,,,,,
6160,Dot. Rückstellungen für Jubiläumsgelder,Dot. Rückstellungen für Jubiläumsgelder,Expense,,,,,6,,,,,,,,,,
6190,EFZG Erträge,EFZG Erträge,Expense,,,,,6,,,,,,,,,,
6200,Gehälter,Gehälter,Expense,,,,,6,,,,,,,,,,
6210,Provisionen als Gehaltsbestandteil,Provisionen als Gehaltsbestandteil,Expense,,,,,6,,,,,,,,,,
6220,Fahrtkostenzuschuss,Fahrtkostenzuschuss,Expense,,,,,6,,,,,,,,,,
6230,Sachbezüge,Sachbezüge,Expense,,,,,6,,,,,,,,,,
6240,Arbeitskleidung,Arbeitskleidung,Expense,,,,,6,,,,,,,,,,
6250,Geschäftsführerhonorar,Geschäftsführerhonorar,Expense,,,,,6,,,,,,,,,,
6350,Dot. Rückstellungen f. noch nicht konsumierte Urlaube,Dot. Rückstellungen f. noch nicht konsumierte Urlaube,Expense,,,,,6,,,,,,,,,,
6360,Dot. Rückstellungen für Jubiläumsgelder,Dot. Rückstellungen für Jubiläumsgelder,Expense,,,,,6,,,,,,,,,,
6370,Dot. anteiliges Urlaubs- und Weihnachtsgeld,Dot. anteiliges Urlaubs- und Weihnachtsgeld,Expense,,,,,6,,,,,,,,,,
6400,Abfertigungsaufwand,Abfertigungsaufwand,Expense,,,,,6,,,,,,,,,,
6440,Dot. Rückstellungen für Abfertigungen,Dot. Rückstellungen für Abfertigungen,Expense,,,,,6,,,,,,,,,,
6450,Pensionsaufwand,Pensionsaufwand,Expense,,,,,6,,,,,,,,,,
6470,Dot. Rückstellungen für Pensionen,Dot. Rückstellungen für Pensionen,Expense,,,,,6,,,,,,,,,,
6500,gesetzlicher Sozialaufwand,gesetzlicher Sozialaufwand,Expense,,,,,6,,,,,,,,,,
6505,MVK-Beitrag (Mitarbeitervorsorgekasse),MVK-Beitrag (Mitarbeitervorsorgekasse),Expense,,,,,6,,,,,,,,,,
6510,Pflichtversicherung,Pflichtversicherung,Expense,,,,,6,,,,,,,,,,
6600,Lohnsteuer,Lohnsteuer,Expense,,,,,6,,,,,,,,,,
6601,Dienstgeberbeitrag (DB),Dienstgeberbeitrag (DB),Expense,,,,,6,,,,,,,,,,
6602,Zuschlag zum DB ( = DZ),Zuschlag zum DB ( = DZ),Expense,,,,,6,,,,,,,,,,
6603,Kommunalsteuer,Kommunalsteuer,Expense,,,,,6,,,,,,,,,,
6604,Dienstgeberabgabe (DGA),Dienstgeberabgabe (DGA),Expense,,,,,6,,,,,,,,,,
6610,Ausgleichstaxe,Ausgleichstaxe,Expense,,,,,6,,,,,,,,,,
6700,freiwilliger Sozialaufwand,freiwilliger Sozialaufwand,Expense,,,,,6,,,,,,,,,,
7,Abschreibungen und Sonstiges,Abschreibungen und Sonstiges,Expense,,,Yes,,,,,,,,,,,,
70,Abschreibungen,Abschreibungen,Expense,,,Yes,,7,,,,,70,Abschreibungen,,,,
7000,Abschreibungen f. Ingangsetzen u. Erweitern eines Betriebes,Abschreibungen f. Ingangsetzen u. Erweitern eines Betriebes,Expense,,,,,70,,,,,,,,,,
7010,AfA Par. 7 EStG,AfA Par. 7 EStG,Expense,,,,,70,,,,,,,,,,
7020,AfA Par. 13 EStG (geringwertige Wirtschaftsgüter),AfA Par. 13 EStG (geringwertige Wirtschaftsgüter),Expense,,,,,70,,,,,,,,,,
7060,Abschreibungen a. d. Umlaufvermögen,Abschreibungen a. d. Umlaufvermögen,Expense,,,,,70,,,,,,,,,,
71,sonstige betriebliche Aufwendungen,sonstige betriebliche Aufwendungen,Expense,,,Yes,,7,,,,,71,sonstige betriebliche Aufwendungen,,,,
7100,Getränkesteuer,Getränkesteuer,Expense,,,,,71,,,,,,,,,,
7101,Grundsteuer,Grundsteuer,Expense,,,,,71,,,,,,,,,,
7102,Vergnügungsteuer,Vergnügungsteuer,Expense,,,,,71,,,,,,,,,,
7103,Alkoholsteuer,Alkoholsteuer,Expense,,,,,71,,,,,,,,,,
7104,KFZ-Steuer,KFZ-Steuer,Expense,,,,,71,,,,,,,,,,
7105,Gebühren nach Gebührengesetz,Gebühren nach Gebührengesetz,Expense,,,,,71,,,,,,,,,,
7106,Kurtaxe,Kurtaxe,Expense,,,,,71,,,,,,,,,,
7107,Kammerumlage (KU 1),Kammerumlage (KU 1),Expense,,,,,71,,,,,,,,,,
7110,Gesellschaftsteuer,Gesellschaftsteuer,Expense,,,,,71,,,,,,,,,,
7180,T_CREDIT _ACCT,Steueraufwand,Expense,,Yes,,T_CREDIT_ACCT,71,,,,,,,,,,
7190,Steuern Vorperioden,Steuern Vorperioden,Expense,,,,,71,,,,,,,,,,
7200,Instandhaltung Gebäude,Instandhaltung Gebäude,Expense,,,,,71,,,,,,,,,,
7201,Instandhaltung Betriebs- und Geschäftsausstattung,Instandhaltung Betriebs- und Geschäftsausstattung,Expense,,,,,71,,,,,,,,,,
